vendor,model,category,end_of_sale,end_of_support,end_of_life,recommended_replacement,advisory_url
Cisco,TEMPLATE-CISCO-Switch-1450,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1451,Server,,,,,
HPE,TEMPLATE-HPE-Server-1452,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1453,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1454,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1455,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1456,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1457,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1458,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1459,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1460,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1461,Server,,,,,
HPE,TEMPLATE-HPE-Server-1462,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1463,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1464,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1465,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1466,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1467,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1468,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1469,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1470,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1471,Server,,,,,
HPE,TEMPLATE-HPE-Server-1472,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1473,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1474,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1475,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1476,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1477,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1478,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1479,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1480,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1481,Server,,,,,
HPE,TEMPLATE-HPE-Server-1482,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1483,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1484,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1485,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1486,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1487,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1488,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1489,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1490,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1491,Server,,,,,
HPE,TEMPLATE-HPE-Server-1492,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1493,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1494,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1495,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1496,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1497,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1498,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1499,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1500,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1501,Server,,,,,
HPE,TEMPLATE-HPE-Server-1502,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1503,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1504,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1505,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1506,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1507,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1508,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1509,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1510,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1511,Server,,,,,
HPE,TEMPLATE-HPE-Server-1512,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1513,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1514,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1515,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1516,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1517,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1518,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1519,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1520,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1521,Server,,,,,
HPE,TEMPLATE-HPE-Server-1522,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1523,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1524,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1525,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1526,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1527,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1528,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1529,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1530,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1531,Server,,,,,
HPE,TEMPLATE-HPE-Server-1532,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1533,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1534,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1535,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1536,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1537,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1538,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1539,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1540,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1541,Server,,,,,
HPE,TEMPLATE-HPE-Server-1542,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1543,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1544,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1545,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1546,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1547,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1548,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1549,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1550,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1551,Server,,,,,
HPE,TEMPLATE-HPE-Server-1552,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1553,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1554,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1555,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1556,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1557,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1558,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1559,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1560,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1561,Server,,,,,
HPE,TEMPLATE-HPE-Server-1562,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1563,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1564,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1565,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1566,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1567,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1568,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1569,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1570,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1571,Server,,,,,
HPE,TEMPLATE-HPE-Server-1572,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1573,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1574,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1575,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1576,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1577,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1578,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1579,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1580,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1581,Server,,,,,
HPE,TEMPLATE-HPE-Server-1582,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1583,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1584,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1585,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1586,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1587,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1588,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1589,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1590,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1591,Server,,,,,
HPE,TEMPLATE-HPE-Server-1592,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1593,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1594,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1595,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1596,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1597,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1598,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1599,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1600,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1601,Server,,,,,
HPE,TEMPLATE-HPE-Server-1602,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1603,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1604,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1605,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1606,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1607,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1608,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1609,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1610,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1611,Server,,,,,
HPE,TEMPLATE-HPE-Server-1612,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1613,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1614,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1615,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1616,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1617,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1618,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1619,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1620,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1621,Server,,,,,
HPE,TEMPLATE-HPE-Server-1622,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1623,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1624,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1625,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1626,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1627,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1628,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1629,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1630,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1631,Server,,,,,
HPE,TEMPLATE-HPE-Server-1632,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1633,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1634,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1635,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1636,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1637,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1638,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1639,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1640,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1641,Server,,,,,
HPE,TEMPLATE-HPE-Server-1642,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1643,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1644,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1645,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1646,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1647,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1648,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1649,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1650,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1651,Server,,,,,
HPE,TEMPLATE-HPE-Server-1652,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1653,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1654,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1655,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1656,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1657,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1658,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1659,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1660,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1661,Server,,,,,
HPE,TEMPLATE-HPE-Server-1662,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1663,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1664,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1665,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1666,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1667,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1668,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1669,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1670,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1671,Server,,,,,
HPE,TEMPLATE-HPE-Server-1672,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1673,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1674,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1675,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1676,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1677,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1678,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1679,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1680,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1681,Server,,,,,
HPE,TEMPLATE-HPE-Server-1682,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1683,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1684,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1685,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1686,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1687,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1688,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1689,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1690,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1691,Server,,,,,
HPE,TEMPLATE-HPE-Server-1692,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1693,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1694,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1695,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1696,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1697,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1698,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1699,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1700,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1701,Server,,,,,
HPE,TEMPLATE-HPE-Server-1702,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1703,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1704,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1705,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1706,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1707,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1708,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1709,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1710,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1711,Server,,,,,
HPE,TEMPLATE-HPE-Server-1712,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1713,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1714,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1715,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1716,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1717,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1718,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1719,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1720,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1721,Server,,,,,
HPE,TEMPLATE-HPE-Server-1722,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1723,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1724,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1725,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1726,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1727,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1728,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1729,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1730,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1731,Server,,,,,
HPE,TEMPLATE-HPE-Server-1732,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1733,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1734,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1735,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1736,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1737,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1738,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1739,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1740,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1741,Server,,,,,
HPE,TEMPLATE-HPE-Server-1742,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1743,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1744,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1745,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1746,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1747,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1748,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1749,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1750,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1751,Server,,,,,
HPE,TEMPLATE-HPE-Server-1752,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1753,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1754,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1755,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1756,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1757,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1758,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1759,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1760,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1761,Server,,,,,
HPE,TEMPLATE-HPE-Server-1762,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1763,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1764,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1765,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1766,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1767,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1768,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1769,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1770,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1771,Server,,,,,
HPE,TEMPLATE-HPE-Server-1772,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1773,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1774,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1775,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1776,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1777,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1778,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1779,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1780,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1781,Server,,,,,
HPE,TEMPLATE-HPE-Server-1782,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1783,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1784,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1785,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1786,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1787,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1788,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1789,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1790,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1791,Server,,,,,
HPE,TEMPLATE-HPE-Server-1792,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1793,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1794,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1795,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1796,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1797,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1798,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1799,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1800,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1801,Server,,,,,
HPE,TEMPLATE-HPE-Server-1802,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1803,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1804,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1805,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1806,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1807,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1808,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1809,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1810,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1811,Server,,,,,
HPE,TEMPLATE-HPE-Server-1812,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1813,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1814,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1815,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1816,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1817,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1818,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1819,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1820,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1821,Server,,,,,
HPE,TEMPLATE-HPE-Server-1822,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1823,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1824,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1825,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1826,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1827,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1828,Server,,,,,
NetApp,TEMPLATE-NETAPP-Storage-1829,Storage,,,,,
Cisco,TEMPLATE-CISCO-Switch-1830,Switch,,,,,
Dell,TEMPLATE-DELL-Server-1831,Server,,,,,
HPE,TEMPLATE-HPE-Server-1832,Server,,,,,
Juniper,TEMPLATE-JUNIPER-Switch-1833,Switch,,,,,
Fortinet,TEMPLATE-FORTINET-Firewall-1834,Firewall,,,,,
Palo Alto Networks,TEMPLATE-PALO ALTO NETWORKS-Firewall-1835,Firewall,,,,,
Arista,TEMPLATE-ARISTA-Switch-1836,Switch,,,,,
Lenovo,TEMPLATE-LENOVO-Server-1837,Server,,,,,
Supermicro,TEMPLATE-SUPERMICRO-Server-1838,Server,,,,,
